,day,date,title,type,names_raw,biographies_raw,abstract,names_combined,named_title,video_title,filename,video_url,biographies_combined,date_str,video_text
10,1,2025-10-16T17:10:00+02:00,Closing - Day 1,Opening/Closing,"('Orga',)","('',)","A thank you from the organisers. We hope you enjoyed your day!
                                       
(It won't take long, we promise! After that long day, everyone is looking forward to the buffet!)",Orga,Orga - Closing - Day 1,Orga - Closing - Day 1 - SPS25,sps25_orga_-_closing_-_day_1,<TODO>,,2025-10-16T17:10:00+02:00,"Talk recorded at the Swiss Python Summit on October 16th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

A thank you from the organisers. We hope you enjoyed your day!
                                       
(It won't take long, we promise! After that long day, everyone is looking forward to the buffet!)

---------------------
About the speaker(s):


"
11,2,2025-10-17T09:00:00+02:00,Welcome - Day 2,Opening/Closing,"('Orga',)","('',)","A welcome message and useful information from the organisers.

You will also find useful information on our website [www.python-summit.ch/venue](https://www.python-summit.ch/venue/). Or feel free to ask any member of staff if you have a question.",Orga,Orga - Welcome - Day 2,Orga - Welcome - Day 2 - SPS25,sps25_orga_-_welcome_-_day_2,<TODO>,,2025-10-17T09:00:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

A welcome message and useful information from the organisers.

You will also find useful information on our website [www.python-summit.ch/venue](https://www.python-summit.ch/venue/). Or feel free to ask any member of staff if you have a question.

---------------------
About the speaker(s):


"
12,2,2025-10-17T09:10:00+02:00,Machine learning for Swiss democracy,Talk,"('Vita Midori',)","(""I led the development of a stock-trading platform for 8 years. Some bits of C++ and Cython aside, the platform was mainly a Python-based distributed system. Scaling and performance optimisation became not just a necessity but a passion for me. I've since returned to my freelance & consulting roots, and still enjoy helping clients with tough Python problems. Strangely, I've never studied computer science and often run away from all technology into the mountains, forests, and seas of our planet."",)","Demokratis.ch is a non-profit project working to modernise the consultation procedure—a key democratic process that allows Swiss citizens to provide feedback on proposed laws and amendments. Today, the process is slow and cumbersome for everyone involved: it requires studying lengthy PDFs, writing formal letters, and even synthesising legal arguments by copy-pasting into Excel. There’s a huge opportunity to streamline this process and make this democratic tool more accessible and inclusive.

In this talk, I’ll share how we’re tackling this challenge with machine learning: building data processing pipelines, extracting features from endless PDFs, embedding and classifying text, designing and evaluating models—and ultimately deploying them in production. Because the data comes from the federal administration and 26 different cantons, it’s often heterogeneous and in varying formats. Data quality, in general, presents many challenges for both training and evaluation. Spoiler: PDF is a pretty terrible format for machines… 

Our approach is practical and pragmatic, and our code is open source, so you’re welcome to explore our solutions or even contribute yourself!",Vita Midori,Vita Midori - Machine learning for Swiss democracy,Vita Midori - Machine learning for Swiss democracy - SPS25,sps25_vita_midori_-_machine_learning_for_swiss_democracy,<TODO>,"I led the development of a stock-trading platform for 8 years. Some bits of C++ and Cython aside, the platform was mainly a Python-based distributed system. Scaling and performance optimisation became not just a necessity but a passion for me. I've since returned to my freelance & consulting roots, and still enjoy helping clients with tough Python problems. Strangely, I've never studied computer science and often run away from all technology into the mountains, forests, and seas of our planet.",2025-10-17T09:10:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

Demokratis.ch is a non-profit project working to modernise the consultation procedure—a key democratic process that allows Swiss citizens to provide feedback on proposed laws and amendments. Today, the process is slow and cumbersome for everyone involved: it requires studying lengthy PDFs, writing formal letters, and even synthesising legal arguments by copy-pasting into Excel. There’s a huge opportunity to streamline this process and make this democratic tool more accessible and inclusive.

In this talk, I’ll share how we’re tackling this challenge with machine learning: building data processing pipelines, extracting features from endless PDFs, embedding and classifying text, designing and evaluating models—and ultimately deploying them in production. Because the data comes from the federal administration and 26 different cantons, it’s often heterogeneous and in varying formats. Data quality, in general, presents many challenges for both training and evaluation. Spoiler: PDF is a pretty terrible format for machines… 

Our approach is practical and pragmatic, and our code is open source, so you’re welcome to explore our solutions or even contribute yourself!

---------------------
About the speaker(s):

I led the development of a stock-trading platform for 8 years. Some bits of C++ and Cython aside, the platform was mainly a Python-based distributed system. Scaling and performance optimisation became not just a necessity but a passion for me. I've since returned to my freelance & consulting roots, and still enjoy helping clients with tough Python problems. Strangely, I've never studied computer science and often run away from all technology into the mountains, forests, and seas of our planet.
"
13,2,2025-10-17T09:45:00+02:00,AI Coding Agents and how to code them,Talk,"('Alex Shershebnev',)","('Alex Shershebnev is a seasoned Computer Vision and MLOps Engineer with over ten years of experience shaping the future of AI-driven software development. Currently, Alex leads the ML/DevOps team at Zencoder, where he leverages his extensive background in Software Engineering, ML and DevOps to deliver high-quality machine learning solutions. His work spans complex data pipelines, cloud infrastructure management (GCP, Kubernetes), and advanced ML/DevOps pipelines.',)","AI Agents are the next big thing everyone has been talking about. They are expected to revolutionize various industries by automating routine tasks, mission critical business workflows, enhancing productivity, and enabling humans to focus on creative and strategic work. Of course, you can apply them to your everyday coding tasks as well.

In this talk we’ll go over what those agents can bring to the table of coding world, and why they can deliver the promise of coding smarter that the current generation of coding assistants can’t. We will then dive right into a quick live coding session where I’ll show what such agents can do in real life and how you can start using them to enhance your everyday life already right after the talk. And we’ll finish off with some remarks on what the future of programming might look like in the near future as those agents get included into your everyday life.",Alex Shershebnev,Alex Shershebnev - AI Coding Agents and how to code them,Alex Shershebnev - AI Coding Agents and how to code them - SPS25,sps25_alex_shershebnev_-_ai_coding_agents_and_how_to_code_them,<TODO>,"Alex Shershebnev is a seasoned Computer Vision and MLOps Engineer with over ten years of experience shaping the future of AI-driven software development. Currently, Alex leads the ML/DevOps team at Zencoder, where he leverages his extensive background in Software Engineering, ML and DevOps to deliver high-quality machine learning solutions. His work spans complex data pipelines, cloud infrastructure management (GCP, Kubernetes), and advanced ML/DevOps pipelines.",2025-10-17T09:45:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

AI Agents are the next big thing everyone has been talking about. They are expected to revolutionize various industries by automating routine tasks, mission critical business workflows, enhancing productivity, and enabling humans to focus on creative and strategic work. Of course, you can apply them to your everyday coding tasks as well.

In this talk we’ll go over what those agents can bring to the table of coding world, and why they can deliver the promise of coding smarter that the current generation of coding assistants can’t. We will then dive right into a quick live coding session where I’ll show what such agents can do in real life and how you can start using them to enhance your everyday life already right after the talk. And we’ll finish off with some remarks on what the future of programming might look like in the near future as those agents get included into your everyday life.

---------------------
About the speaker(s):

Alex Shershebnev is a seasoned Computer Vision and MLOps Engineer with over ten years of experience shaping the future of AI-driven software development. Currently, Alex leads the ML/DevOps team at Zencoder, where he leverages his extensive background in Software Engineering, ML and DevOps to deliver high-quality machine learning solutions. His work spans complex data pipelines, cloud infrastructure management (GCP, Kubernetes), and advanced ML/DevOps pipelines.
"
14,2,2025-10-17T11:00:00+02:00,Causal ML for Smarter Advertising Campaigns with Python,Talk,"('Francesco Conti',)","('I’m a Telecommunications Engineer who grew up immersed in Fourier transforms (aka Francesco in Fourier-Land). Thanks to Fourier analysis, I learnt that things can look completely different when seen from another perspective. I’m particularly drawn to niche and often overlooked topics, and I like to spend my time where I can truly make a meaningful impact.\r\n\r\nI currently work as a Data Scientist at AgileLab, an amazing company that has given me the chance to work on fascinating projects.',)","Traditionally, **marketing campaign analysis** relies on simple metrics like the number of purchases made after a contact, or conversions following a promotion. While these numbers tell us what happened, they don’t reveal **why it happened** or if the campaign truly made a difference.

Such analysis can’t distinguish between customers who would have acted anyway and those who were genuinely influenced by the campaign. **The key question is: did the campaign actually cause the desired effect?**

In this **practical** and **beginner-friendly** session, we’ll explore how **Causal Machine Learning** provides the missing piece in campaign evaluation and targeting.

Starting from real-world scenarios, we’ll dive into:

- **Why causality matters** more than correlation when evaluating ad performance.
- How to estimate the true impact of a campaign using **uplift modeling** and treatment effect estimation in just a few lines of code.
- How to target users who are not just likely to interact with ads, but whose behavior can be influenced by the campaign (for example, to reduce churn or boost engagement).

The session will be hands-on with Python, with clear examples drawn from marketing applications.

**Take-away:**
Participants will gain a practical understanding of how to think causally in digital marketing, learning key techniques to measure impact and target campaigns more intelligently. moving from predictive to truly prescriptive analytics.",Francesco Conti,Francesco Conti - Causal ML for Smarter Advertising Campaigns with Python,Francesco Conti - Causal ML for Smarter Advertising Campaigns with Python - SPS25,sps25_francesco_conti_-_causal_ml_for_smarter_advertising_campaigns_wi,<TODO>,"I’m a Telecommunications Engineer who grew up immersed in Fourier transforms (aka Francesco in Fourier-Land). Thanks to Fourier analysis, I learnt that things can look completely different when seen from another perspective. I’m particularly drawn to niche and often overlooked topics, and I like to spend my time where I can truly make a meaningful impact.

I currently work as a Data Scientist at AgileLab, an amazing company that has given me the chance to work on fascinating projects.",2025-10-17T11:00:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

Traditionally, **marketing campaign analysis** relies on simple metrics like the number of purchases made after a contact, or conversions following a promotion. While these numbers tell us what happened, they don’t reveal **why it happened** or if the campaign truly made a difference.

Such analysis can’t distinguish between customers who would have acted anyway and those who were genuinely influenced by the campaign. **The key question is: did the campaign actually cause the desired effect?**

In this **practical** and **beginner-friendly** session, we’ll explore how **Causal Machine Learning** provides the missing piece in campaign evaluation and targeting.

Starting from real-world scenarios, we’ll dive into:

- **Why causality matters** more than correlation when evaluating ad performance.
- How to estimate the true impact of a campaign using **uplift modeling** and treatment effect estimation in just a few lines of code.
- How to target users who are not just likely to interact with ads, but whose behavior can be influenced by the campaign (for example, to reduce churn or boost engagement).

The session will be hands-on with Python, with clear examples drawn from marketing applications.

**Take-away:**
Participants will gain a practical understanding of how to think causally in digital marketing, learning key techniques to measure impact and target campaigns more intelligently. moving from predictive to truly prescriptive analytics.

---------------------
About the speaker(s):

I’m a Telecommunications Engineer who grew up immersed in Fourier transforms (aka Francesco in Fourier-Land). Thanks to Fourier analysis, I learnt that things can look completely different when seen from another perspective. I’m particularly drawn to niche and often overlooked topics, and I like to spend my time where I can truly make a meaningful impact.

I currently work as a Data Scientist at AgileLab, an amazing company that has given me the chance to work on fascinating projects.
"
15,2,2025-10-17T11:35:00+02:00,Docling: Get your documents ready for generative AI,Talk,"('Peter Staar', 'Michele Dolfi', 'Panos Vagenas', 'Nikos Livathinos')","(""Currently, Peter manages the 'AI for Knowledge' group at the IBM Research - Zurich Laboratory. The group focusses on the development of Docling. \r\n\r\nPeter joined the IBM Research - Zurich Laboratory in July of 2014 as a post-doctoral researcher. The Belgium-born scientist first came to IBM Research as a summer student in 2006.\r\n\r\nPrior to joining IBM"", '', 'Panos Vagenas is an Advisory Engineer at IBM Research, leading development efforts at the intersection of Artificial Intelligence, Information Retrieval, and Data Management.', 'Nikos Livathinos is a Senior Software Engineer at IBM Research, leading research and development initiatives in Computer Vision, Software Architecture, and efficient software systems.\r\n\r\nWith over 15 years of experience in software design and development, Nikos has worked extensively across the domains of Artificial Intelligence, Big Data, and Analytics.\r\n\r\nNikos holds 2 Master’s degrees in Computer Science and works at the intersection of applied research and practical engineering execution.')","Docling is an open-source Python package that simplifies document processing by parsing diverse formats — including advanced PDF understanding — and integrating seamlessly with the generative AI ecosystem. It supports a wide range of input types such as PDFs, DOCX, XLSX, HTML, and images, offering rich parsing capabilities including reading order, table structure, code, and formulas. Docling provides a unified and expressive DoclingDocument format, enabling easy export to Markdown, HTML, and lossless JSON. It offers plug-and-play integrations with popular frameworks like LangChain, LlamaIndex, Crew AI, and Haystack, along with strong local execution support for sensitive data and air-gapped environments. As a Python package, Docling is pip-installable and comes with a clean, intuitive API for both programmatic and CLI-based workflows, making it easy to embed into any data pipeline or AI stack. Its modular design also supports extension and customization for enterprise use cases.

We also introduce SmolDocling, an ultra-compact 256M parameter vision-language model for end-to-end document conversion. SmolDocling generates a novel markup format called DocTags that captures the full content, structure, and spatial layout of a page, and offers accurate reproduction of document features such as tables, equations, charts, and code across a wide variety of formats — all while matching the performance of models up to 27× larger.","Peter Staar, Michele Dolfi, Panos Vagenas, Nikos Livathinos","Peter Staar, Michele Dolfi, Panos Vagenas, Nikos Livathinos - Docling: Get your documents ready for generative AI","Peter Staar, Michele Dolfi, Panos Vagenas, Nikos Livathinos - Docling: Get your documents ready for generative AI - SPS25",sps25_peter_staar_michele_dolfi_panos_vagenas_nikos_livathinos_-_docli,<TODO>,"Currently, Peter manages the 'AI for Knowledge' group at the IBM Research - Zurich Laboratory. The group focusses on the development of Docling. 

Peter joined the IBM Research - Zurich Laboratory in July of 2014 as a post-doctoral researcher. The Belgium-born scientist first came to IBM Research as a summer student in 2006.

Prior to joining IBM



Panos Vagenas is an Advisory Engineer at IBM Research, leading development efforts at the intersection of Artificial Intelligence, Information Retrieval, and Data Management.

Nikos Livathinos is a Senior Software Engineer at IBM Research, leading research and development initiatives in Computer Vision, Software Architecture, and efficient software systems.

With over 15 years of experience in software design and development, Nikos has worked extensively across the domains of Artificial Intelligence, Big Data, and Analytics.

Nikos holds 2 Master’s degrees in Computer Science and works at the intersection of applied research and practical engineering execution.",2025-10-17T11:35:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

Docling is an open-source Python package that simplifies document processing by parsing diverse formats — including advanced PDF understanding — and integrating seamlessly with the generative AI ecosystem. It supports a wide range of input types such as PDFs, DOCX, XLSX, HTML, and images, offering rich parsing capabilities including reading order, table structure, code, and formulas. Docling provides a unified and expressive DoclingDocument format, enabling easy export to Markdown, HTML, and lossless JSON. It offers plug-and-play integrations with popular frameworks like LangChain, LlamaIndex, Crew AI, and Haystack, along with strong local execution support for sensitive data and air-gapped environments. As a Python package, Docling is pip-installable and comes with a clean, intuitive API for both programmatic and CLI-based workflows, making it easy to embed into any data pipeline or AI stack. Its modular design also supports extension and customization for enterprise use cases.

We also introduce SmolDocling, an ultra-compact 256M parameter vision-language model for end-to-end document conversion. SmolDocling generates a novel markup format called DocTags that captures the full content, structure, and spatial layout of a page, and offers accurate reproduction of document features such as tables, equations, charts, and code across a wide variety of formats — all while matching the performance of models up to 27× larger.

---------------------
About the speaker(s):

Currently, Peter manages the 'AI for Knowledge' group at the IBM Research - Zurich Laboratory. The group focusses on the development of Docling. 

Peter joined the IBM Research - Zurich Laboratory in July of 2014 as a post-doctoral researcher. The Belgium-born scientist first came to IBM Research as a summer student in 2006.

Prior to joining IBM



Panos Vagenas is an Advisory Engineer at IBM Research, leading development efforts at the intersection of Artificial Intelligence, Information Retrieval, and Data Management.

Nikos Livathinos is a Senior Software Engineer at IBM Research, leading research and development initiatives in Computer Vision, Software Architecture, and efficient software systems.

With over 15 years of experience in software design and development, Nikos has worked extensively across the domains of Artificial Intelligence, Big Data, and Analytics.

Nikos holds 2 Master’s degrees in Computer Science and works at the intersection of applied research and practical engineering execution.
"
16,2,2025-10-17T13:30:00+02:00,Agentic Cyber Defense with External Threat Intelligence,Talk,"('Jyoti Yadav',)","('Jyoti Yadav is a Cyber Security Data Scientist at Microsoft with extensive experience in data science, machine learning, and cybersecurity. Having worked at companies like Blockchain.com, EXL, and Lucidian, she has built advanced models for fraud detection, market forecasting, and security risk assessments. She specializes in predictive modeling, machine learning, anomaly detection, Agentic AI, and Large Language Models (LLM). Passionate about driving impactful results.',)","This talk will detail how to integrate external threat intelligence data into an autonomous agentic AI system for proactive cybersecurity. Using real world datasets—including open-source threat feeds, security logs, or OSINT—you will learn how to build a data ingestion pipeline, train models with Python, and deploy agents that autonomously detect and mitigate cyber threats. This case study will provide practical insights into data preprocessing, feature engineering, and the challenges of adversarial conditions.",Jyoti Yadav,Jyoti Yadav - Agentic Cyber Defense with External Threat Intelligence,Jyoti Yadav - Agentic Cyber Defense with External Threat Intelligence - SPS25,sps25_jyoti_yadav_-_agentic_cyber_defense_with_external_threat_intelli,<TODO>,"Jyoti Yadav is a Cyber Security Data Scientist at Microsoft with extensive experience in data science, machine learning, and cybersecurity. Having worked at companies like Blockchain.com, EXL, and Lucidian, she has built advanced models for fraud detection, market forecasting, and security risk assessments. She specializes in predictive modeling, machine learning, anomaly detection, Agentic AI, and Large Language Models (LLM). Passionate about driving impactful results.",2025-10-17T13:30:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

This talk will detail how to integrate external threat intelligence data into an autonomous agentic AI system for proactive cybersecurity. Using real world datasets—including open-source threat feeds, security logs, or OSINT—you will learn how to build a data ingestion pipeline, train models with Python, and deploy agents that autonomously detect and mitigate cyber threats. This case study will provide practical insights into data preprocessing, feature engineering, and the challenges of adversarial conditions.

---------------------
About the speaker(s):

Jyoti Yadav is a Cyber Security Data Scientist at Microsoft with extensive experience in data science, machine learning, and cybersecurity. Having worked at companies like Blockchain.com, EXL, and Lucidian, she has built advanced models for fraud detection, market forecasting, and security risk assessments. She specializes in predictive modeling, machine learning, anomaly detection, Agentic AI, and Large Language Models (LLM). Passionate about driving impactful results.
"
17,2,2025-10-17T14:05:00+02:00,Anonymization of sensitive information in financial document,Talk,"('Piotr Gryko',)","('Dr Piotr Gryko, studied experimental physics at University College London. His PhD at Imperial College London focused on using biomaterials to self assemble inorganic materials, merging the boundaries of biological systems and machines.\r\n\r\nWith 12 years of experience writing software, he now focuses on AI engineering.',)","Data is the fossil fuel of the machine learning world, essential for developing high quality models but in limited supply. Yet institutions handling sensitive documents — such as financial, medical, or legal records often cannot fully leverage their own data due to stringent privacy, compliance, and security requirements, making training high quality models difficult.

A promising solution is to replace the personally identifiable information (PII) with realistic synthetic stand-ins, whilst leaving the rest of the document in tact.

In this talk, we will discuss the use of open source tools and models that can be self hosted to anonymize documents. We will go over the various approaches for Named Entity Recognition (NER) to identify sensitive entities and the use of diffusion models to inpaint anonymized content.",Piotr Gryko,Piotr Gryko - Anonymization of sensitive information in financial document,Piotr Gryko - Anonymization of sensitive information in financial document - SPS25,sps25_piotr_gryko_-_anonymization_of_sensitive_information_in_financia,<TODO>,"Dr Piotr Gryko, studied experimental physics at University College London. His PhD at Imperial College London focused on using biomaterials to self assemble inorganic materials, merging the boundaries of biological systems and machines.

With 12 years of experience writing software, he now focuses on AI engineering.",2025-10-17T14:05:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

Data is the fossil fuel of the machine learning world, essential for developing high quality models but in limited supply. Yet institutions handling sensitive documents — such as financial, medical, or legal records often cannot fully leverage their own data due to stringent privacy, compliance, and security requirements, making training high quality models difficult.

A promising solution is to replace the personally identifiable information (PII) with realistic synthetic stand-ins, whilst leaving the rest of the document in tact.

In this talk, we will discuss the use of open source tools and models that can be self hosted to anonymize documents. We will go over the various approaches for Named Entity Recognition (NER) to identify sensitive entities and the use of diffusion models to inpaint anonymized content.

---------------------
About the speaker(s):

Dr Piotr Gryko, studied experimental physics at University College London. His PhD at Imperial College London focused on using biomaterials to self assemble inorganic materials, merging the boundaries of biological systems and machines.

With 12 years of experience writing software, he now focuses on AI engineering.
"
18,2,2025-10-17T15:15:00+02:00,Gompertz Linear Units (GoLU),Talk,"('Das\tIndrashis',)","(""Hello! I'm Indrashis Das from India. I'm a Machine Learning Engineer at AICONIX in Freiburg, Germany. I hold a Master's in Computer Science (AI specialization) from the University of Freiburg, where I also served as a Teaching Assistant in Prof. Frank Hutter's ML lab for 2.5 years and worked on GoLU as my Master's Thesis."",)","Activation functions are fundamental elements of deep learning architectures as they significantly influence training dynamics. ReLU, while widely used, is prone to the dying neuron problem, which has been mitigated by variants such as LeakyReLU, PReLU, and ELU that better handle negative neuron outputs. Recently, self-gated activations like GELU and Swish have emerged as state-of-the-art alternatives, leveraging their smoothness to ensure stable gradient flow and prevent neuron inactivity.

In this work, we introduce the Gompertz Linear Unit (GoLU), a novel self-gated activation function defined as `GoLU(x) = x Gompertz(x)`, where `Gompertz(x) = exp(−exp(−x))`. The GoLU activation leverages the asymmetry in the Gompertz function to reduce variance in the latent space more effectively compared to GELU and Swish, while preserving robust gradient flow. Extensive experiments across diverse tasks, including Image Classification, Language Modeling, Semantic Segmentation, Object Detection, Instance Segmentation, and Diffusion, highlight GoLU's superior performance relative to state-of-the-art activation functions, establishing GoLU as a robust alternative to existing activation functions.",Das	Indrashis,Das	Indrashis - Gompertz Linear Units (GoLU),Das	Indrashis - Gompertz Linear Units (GoLU) - SPS25,sps25_dasindrashis_-_gompertz_linear_units_golu,<TODO>,"Hello! I'm Indrashis Das from India. I'm a Machine Learning Engineer at AICONIX in Freiburg, Germany. I hold a Master's in Computer Science (AI specialization) from the University of Freiburg, where I also served as a Teaching Assistant in Prof. Frank Hutter's ML lab for 2.5 years and worked on GoLU as my Master's Thesis.",2025-10-17T15:15:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

Activation functions are fundamental elements of deep learning architectures as they significantly influence training dynamics. ReLU, while widely used, is prone to the dying neuron problem, which has been mitigated by variants such as LeakyReLU, PReLU, and ELU that better handle negative neuron outputs. Recently, self-gated activations like GELU and Swish have emerged as state-of-the-art alternatives, leveraging their smoothness to ensure stable gradient flow and prevent neuron inactivity.

In this work, we introduce the Gompertz Linear Unit (GoLU), a novel self-gated activation function defined as `GoLU(x) = x Gompertz(x)`, where `Gompertz(x) = exp(−exp(−x))`. The GoLU activation leverages the asymmetry in the Gompertz function to reduce variance in the latent space more effectively compared to GELU and Swish, while preserving robust gradient flow. Extensive experiments across diverse tasks, including Image Classification, Language Modeling, Semantic Segmentation, Object Detection, Instance Segmentation, and Diffusion, highlight GoLU's superior performance relative to state-of-the-art activation functions, establishing GoLU as a robust alternative to existing activation functions.

---------------------
About the speaker(s):

Hello! I'm Indrashis Das from India. I'm a Machine Learning Engineer at AICONIX in Freiburg, Germany. I hold a Master's in Computer Science (AI specialization) from the University of Freiburg, where I also served as a Teaching Assistant in Prof. Frank Hutter's ML lab for 2.5 years and worked on GoLU as my Master's Thesis.
"
19,2,2025-10-17T15:50:00+02:00,"What Networks tell us about Trades, Power, and the World?",Talk,"('Kshitijaa Jaglan',)","(""I'm Kshitijaa Jaglan, and I like using AI, Machine Learning and Networks to make complex systems (and the web) a little more optimized, fast and understandable! Currently I am transitioning from my research position at the Social Computing Group, University of Zurich, towards more applied and technical roles in industry."",)","Networks are all around us, shaping phenomena like epidemics, communication, and transportation. In this talk, we will explore how real-world problems can be analyzed and solved using graph-based methods and simple algorithms. Drawing from examples such as trade networks, corporate structures, and historical data, I will demonstrate how network analysis reveals insights that would otherwise remain hidden. Using NetworKit (and NetworkX), we will analyze real-world datasets to answer questions like:

1. What does the core-periphery model reveal about trade networks?
2. Could we have predicted that Moscow will become Russia's capital?
3. How do corporate hierarchies differ from interaction hierarchies within organizations?

Throughout the talk, I will introduce key concepts in network analysis and showcase Python as a tool for research. Attendees will have access to all datasets and code, enabling them to replicate the analyses and apply these techniques to their own projects. This session is designed for Python enthusiasts with an interest in data science, networks, and/or applied research.",Kshitijaa Jaglan,"Kshitijaa Jaglan - What Networks tell us about Trades, Power, and the World?","Kshitijaa Jaglan - What Networks tell us about Trades, Power, and the World? - SPS25",sps25_kshitijaa_jaglan_-_what_networks_tell_us_about_trades_power_and_,<TODO>,"I'm Kshitijaa Jaglan, and I like using AI, Machine Learning and Networks to make complex systems (and the web) a little more optimized, fast and understandable! Currently I am transitioning from my research position at the Social Computing Group, University of Zurich, towards more applied and technical roles in industry.",2025-10-17T15:50:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

Networks are all around us, shaping phenomena like epidemics, communication, and transportation. In this talk, we will explore how real-world problems can be analyzed and solved using graph-based methods and simple algorithms. Drawing from examples such as trade networks, corporate structures, and historical data, I will demonstrate how network analysis reveals insights that would otherwise remain hidden. Using NetworKit (and NetworkX), we will analyze real-world datasets to answer questions like:

1. What does the core-periphery model reveal about trade networks?
2. Could we have predicted that Moscow will become Russia's capital?
3. How do corporate hierarchies differ from interaction hierarchies within organizations?

Throughout the talk, I will introduce key concepts in network analysis and showcase Python as a tool for research. Attendees will have access to all datasets and code, enabling them to replicate the analyses and apply these techniques to their own projects. This session is designed for Python enthusiasts with an interest in data science, networks, and/or applied research.

---------------------
About the speaker(s):

I'm Kshitijaa Jaglan, and I like using AI, Machine Learning and Networks to make complex systems (and the web) a little more optimized, fast and understandable! Currently I am transitioning from my research position at the Social Computing Group, University of Zurich, towards more applied and technical roles in industry.
"
20,2,2025-10-17T16:25:00+02:00,Lightning Talks - Day 2,Lightning Talks,"('Orga',)","('',)","Our Lightning Talks are open to everyone 😊

How it works:
– You can register directly at the conference. First come, first served.
– Any proposal is welcome, as long as your talk has something to do with Python and respects our [Code of Conduct](https://www.python-summit.ch/coc/). We reserve the right to reject talks.
– Talk time is strictly limited to 5 minutes.
– To keep turnaround times short, you will not be able to plug in your own device. We will provide a laptop with all slides. Please submit your slides as PDF via email at least 60 minutes before Lightning Talks start. 
– By registering, you accept that your talk may be recorded, published and streamed live (audio & video) under [Creative Commons Attribution 4.0 International license](https://creativecommons.org/licenses/by/4.0/deed.en).",Orga,Orga - Lightning Talks - Day 2,Orga - Lightning Talks - Day 2 - SPS25,sps25_orga_-_lightning_talks_-_day_2,<TODO>,,2025-10-17T16:25:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

Our Lightning Talks are open to everyone 😊

How it works:
– You can register directly at the conference. First come, first served.
– Any proposal is welcome, as long as your talk has something to do with Python and respects our [Code of Conduct](https://www.python-summit.ch/coc/). We reserve the right to reject talks.
– Talk time is strictly limited to 5 minutes.
– To keep turnaround times short, you will not be able to plug in your own device. We will provide a laptop with all slides. Please submit your slides as PDF via email at least 60 minutes before Lightning Talks start. 
– By registering, you accept that your talk may be recorded, published and streamed live (audio & video) under [Creative Commons Attribution 4.0 International license](https://creativecommons.org/licenses/by/4.0/deed.en).

---------------------
About the speaker(s):


"
21,2,2025-10-17T17:10:00+02:00,Closing - Day 2,Opening/Closing,"('Orga',)","('',)","A thank you from the organisers. We hope you enjoyed your day!
                                       
(It won't take long, we promise! After that long day, everyone is looking forward to the buffet!)",Orga,Orga - Closing - Day 2,Orga - Closing - Day 2 - SPS25,sps25_orga_-_closing_-_day_2,<TODO>,,2025-10-17T17:10:00+02:00,"Talk recorded at the Swiss Python Summit on October 17th, 2025.

Licensed as Creative Commons Attribution 4.0 International.

---------
Abstract:

A thank you from the organisers. We hope you enjoyed your day!
                                       
(It won't take long, we promise! After that long day, everyone is looking forward to the buffet!)

---------------------
About the speaker(s):


"
